0 1 2 3 4
84 34 5 1 0
42 47 8 4 0
38 12 5 7 0
17 46 8 3 0
17 92 5 1 0
20 41 1 6 0
7 42 8 8 0
82 90 6 0 0
37 61 9 2 0
69 55 3 7 0
5 28 9 4 0
55 88 4 8 0
50 13 9 6 0
25 20 3 4 0
47 64 6 6 0
27 15 3 9 0
93 79 0 5 0
81 51 4 4 0
0 42 5 4 0
70 89 0 0 0
27 38 6 8 0
39 7 0 1 0
4 34 7 0 0
40 9 3 0 0
62 29 9 7 0
89 9 9 1 0
35 14 9 5 0
92 15 9 5 0
2 74 8 0 0
78 19 6 9 0
49 50 0 8 0
36 71 5 3 0
51 1 2 1 0
32 29 4 5 0
64 33 9 8 0
94 54 7 6 0
3 63 3 6 0
86 41 4 1 0
80 11 1 3 0
27 33 1 3 0
84 42 0 2 0
17 95 9 5 0
27 46 3 5 0
19 75 3 7 0
17 51 8 7 0
27 95 6 1 0
69 20 9 8 0
3 1 2 7 0
89 84 5 8 0
23 27 0 1 0
9 66 7 6 0
25 33 3 0 0
7 12 6 6 0
46 47 8 0 0
36 39 0 7 0
36 62 7 6 0
36 52 7 1 0
29 89 7 8 0
87 65 1 4 0
70 92 6 9 0
46 66 2 4 0
13 17 1 7 0
50 1 8 7 0
69 54 6 4 0
26 97 9 1 0
58 53 8 9 0
3 43 2 9 0
47 0 5 3 0
77 12 5 4 0
55 45 0 3 0
27 48 6 8 0
73 1 7 3 0
83 97 7 2 0
91 42 8 1 0
16 0 9 5 0
78 77 5 4 0
89 38 5 2 0
81 40 0 3 0
29 60 2 1 0
62 65 2 9 0
56 69 0 1 0
71 18 7 6 0
43 70 2 5 0
60 92 9 2 0
90 80 3 0 0
72 77 1 2 0
64 87 1 2 0
36 77 2 6 0
59 7 0 9 0
47 33 4 5 0
29 96 1 9 0
42 57 5 5 0
39 50 5 7 0
3 91 7 4 0
80 39 0 0 0
16 23 8 9 0
91 78 0 5 0
43 36 6 8 0
72 12 7 7 0
60 19 8 9 0
54 88 7 2 0
35 94 1 1 0
30 98 2 1 0
55 69 1 9 0
65 38 0 7 0
22 9 5 8 0
82 51 9 5 0
58 41 9 2 0
98 71 7 1 0
20 41 9 7 0
33 66 6 0 0
2 35 7 0 0
36 88 6 3 0
27 94 9 1 0
54 29 8 7 0
82 60 2 1 0
94 55 4 7 0
68 68 6 5 0
30 30 6 3 0
92 75 7 0 0
0 13 6 2 0
90 76 6 7 0
31 90 7 8 0
40 46 7 8 0
4 82 9 5 0
45 17 5 9 0
25 30 0 1 0
90 47 6 2 0
37 16 0 9 0
42 89 1 2 0
83 50 1 0 0
34 2 3 9 0
74 33 0 3 0
96 98 5 1 0
92 71 0 9 0
26 51 5 8 0
97 18 1 4 0
83 32 0 1 0
10 26 6 5 0
5 17 1 4 0
90 87 8 1 0
88 27 2 0 0
2 98 9 9 0
91 19 7 5 0
71 93 0 7 0
26 55 4 7 0
59 45 5 1 0
6 5 8 1 0
36 49 6 2 0
76 92 2 4 0
22 17 4 4 0
47 25 1 9 0
28 13 3 2 0
19 92 8 7 0
14 43 3 9 0
4 18 7 0 0
58 0 4 8 0
44 24 0 3 0
36 35 2 7 0
83 12 9 7 0
46 80 5 4 0
11 36 1 2 0
37 18 1 7 0
36 31 1 7 0
15 58 5 4 0
3 2 7 6 0
44 72 6 8 0
99 62 7 8 0
31 12 0 3 0
67 79 3 9 0
5 15 5 4 0
77 95 4 5 0
62 22 8 3 0
85 25 5 8 0
68 44 9 3 0
93 48 8 5 0
68 29 4 9 0
74 80 2 0 0
53 3 8 9 0
31 29 5 6 0
23 23 2 6 0
90 94 0 6 0
0 33 1 9 0
57 74 5 7 0
34 95 8 9 0
36 6 8 6 0
60 40 9 6 0
89 26 0 1 0
70 68 4 5 0
79 98 4 0 0
48 44 0 3 0
3 94 3 8 0
55 26 6 8 0
50 82 9 5 0
21 54 6 2 0
87 31 7 2 0
96 61 9 9 0
50 36 9 2 0
80 56 3 8 0
16 11 4 5 0
80 42 1 4 0
18 17 8 2 0
75 96 6 0 0
17 70 0 4 0
78 9 5 6 0
17 23 1 4 0
46 14 4 4 0
83 31 6 1 0
63 8 2 8 0
32 1 6 9 0
88 44 0 9 0
75 89 6 6 0
87 20 7 8 0
18 24 2 4 0
85 34 2 9 0
28 83 2 0 0
62 87 3 0 0
48 73 1 5 0
93 84 5 0 0
79 58 8 9 0
71 94 1 7 0
47 44 0 4 0
15 49 5 7 0
43 34 4 1 0
31 81 8 1 0
83 85 4 9 0
44 66 9 9 0
69 92 9 6 0
48 16 3 9 0
98 67 8 9 0
44 9 6 1 0
39 1 7 2 0
1 70 4 5 0
26 85 7 2 0
80 30 9 2 0
87 50 7 3 0
14 73 0 2 0
36 3 6 8 0
20 40 0 6 0
86 80 2 8 0
83 34 8 2 0
33 77 5 4 0
67 48 8 9 0
91 6 1 4 0
35 35 4 8 0
64 96 1 4 0
83 79 3 7 0
83 6 9 7 0
32 87 6 3 0
46 96 9 6 0
11 64 3 9 0
81 19 3 7 0
12 2 4 5 0
39 67 2 3 0
42 40 4 5 0
88 39 1 7 0
52 43 7 0 0
50 24 4 0 0
88 19 4 7 0
35 25 5 5 0
94 56 3 3 0
46 40 0 8 0
6 89 5 2 0
79 90 9 3 0
64 63 4 4 0
38 18 6 7 0
31 99 2 2 0
22 42 4 6 0
71 0 9 4 0
93 14 3 3 0
15 99 5 0 0
26 8 1 8 0
34 39 5 4 0
56 8 0 1 0
46 89 6 8 0
83 30 0 2 0
51 69 2 3 0
53 43 7 6 0
28 48 7 9 0
2 59 7 8 0
92 23 0 0 0
62 26 5 5 0
31 87 5 2 0
26 69 2 4 0
12 67 7 7 0
96 96 0 6 0
66 30 9 4 0
98 14 6 5 0
5 68 9 1 0
31 22 6 1 0
23 31 1 1 0
29 85 0 1 0
17 67 4 5 0
92 63 2 2 0
34 69 4 5 0
40 0 4 2 0
69 0 8 6 0
86 52 5 6 0
39 92 9 7 0
76 68 6 2 0
95 55 6 7 0
9 92 2 7 0
38 58 0 3 0
98 81 9 8 0
18 61 2 8 0
38 69 9 0 0
82 54 3 6 0
50 16 5 7 0
80 37 4 8 0
4 66 2 0 0
86 17 9 4 0
66 28 2 8 0
8 4 8 3 0
38 84 0 4 0
56 20 6 6 0
31 85 8 3 0
86 75 9 6 0
36 9 0 3 0
51 27 9 6 0
81 98 9 8 0
64 72 6 2 0
39 92 2 6 0
70 10 5 2 0
79 53 7 4 0
1 14 3 3 0
55 95 3 0 0
81 25 2 9 0
59 3 5 9 0
36 1 1 0 0
88 96 6 6 0
59 34 9 5 0
91 86 6 6 0
97 39 8 3 0
58 90 3 6 0
77 30 4 0 0
73 56 9 3 0
94 72 1 0 0
71 15 2 2 0
1 42 6 7 0
44 66 7 3 0
25 41 4 8 0
9 13 1 6 0
40 28 3 0 0
44 43 4 1 0
42 39 3 8 0
59 90 8 9 0
47 58 1 7 0
45 13 4 3 0
20 80 7 0 0
49 36 8 9 0
69 5 9 2 0
27 54 7 3 0
49 89 0 8 0
69 92 3 3 0
29 31 3 8 0
35 31 1 1 0
91 46 5 7 0
72 71 8 3 0
57 84 6 2 0
7 52 6 0 0
80 36 7 3 0
93 70 1 1 0
65 68 8 9 0
72 23 1 5 0
16 75 0 6 0
59 94 5 2 0
51 66 2 9 0
77 40 5 2 0
74 91 5 5 0
6 5 4 0 0
75 29 0 0 0
73 81 5 0 0
30 66 5 9 0
74 67 9 3 0
15 85 0 6 0
81 33 9 3 0
7 68 0 7 0
46 14 5 0 0
8 12 1 5 0
80 98 8 8 0
47 22 4 0 0
81 99 8 3 0
49 51 1 6 0
7 15 8 0 0
26 31 1 1 0
63 21 1 3 0
4 55 0 5 0
3 80 5 3 0
12 75 8 1 0
32 2 7 5 0
51 65 9 9 0
26 18 2 4 0
1 3 0 5 0
65 29 0 7 0
37 11 3 2 0
47 82 9 3 0
46 74 7 6 0
94 60 7 8 0
44 91 6 4 0
33 65 8 2 0
41 93 3 6 0
66 71 8 2 0
90 7 4 3 0
71 64 6 4 0
18 8 2 2 0
98 98 8 8 0
49 42 4 1 0
45 81 2 0 0
56 45 9 5 0
91 34 7 5 0
22 50 2 0 0
4 44 9 8 0
51 26 1 9 0
53 94 7 9 0
48 66 7 3 0
64 99 5 0 0
76 0 5 0 0
50 94 6 5 0
53 91 9 4 0
28 93 8 4 0
36 30 4 5 0
50 37 0 0 0
49 85 8 6 0
19 79 3 9 0
11 20 7 5 0
96 50 8 3 0
73 85 7 2 0
52 85 0 2 0
56 64 8 4 0
89 61 2 6 0
60 26 5 2 0
71 87 0 4 0
7 34 9 7 0
64 70 8 5 0
54 62 9 3 0
58 2 2 8 0
70 83 1 3 0
2 16 0 5 0
6 17 5 9 0
0 91 4 8 0
52 43 7 8 0
93 29 8 0 0
70 72 6 8 0
21 14 8 4 0
7 80 2 4 0
61 31 5 9 0
47 88 3 1 0
55 52 8 0 0
41 26 1 7 0
2 94 2 6 0
85 66 2 1 0
62 65 0 6 0
11 43 3 0 0
3 18 4 4 0
9 56 2 9 0
97 30 1 1 0
89 13 7 1 0
20 43 6 2 0
70 88 3 6 0
0 72 2 4 0
14 64 5 2 0
24 98 5 1 0
29 97 5 8 0
85 40 3 2 0
98 90 8 5 0
57 57 4 2 0
44 73 8 3 0
81 79 7 7 0
41 79 7 9 0
19 65 8 5 0
90 45 5 1 0
24 63 4 2 0
61 8 1 9 0
49 63 5 8 0
83 24 6 5 0
39 25 6 1 0
51 47 2 2 0
39 88 4 3 0
92 32 9 4 0
64 56 9 6 0
60 54 1 9 0
98 25 3 3 0
69 32 9 6 0
91 76 5 6 0
12 38 6 5 0
28 58 3 9 0
82 64 9 5 0
55 53 3 8 0
84 62 6 1 0
94 72 9 8 0
63 59 9 7 0
28 84 3 4 0
93 46 6 1 0
16 52 2 6 0
8 80 1 4 0
3 2 3 6 0
94 62 8 5 0
98 11 6 1 0
86 78 9 6 0
56 80 0 5 0
12 9 8 1 0
4 76 0 4 0
57 8 0 8 0
71 75 9 9 0
81 88 4 0 0
87 92 1 5 0
60 92 8 7 0
94 9 1 7 0
34 42 2 2 0
13 47 9 8 0
53 17 0 8 0
67 87 4 5 0
66 81 5 4 0
63 17 5 2 0
94 27 6 2 0
42 98 0 9 0
22 12 3 3 0
49 42 7 5 0
61 9 2 8 0
49 98 5 0 0
71 50 6 1 0
48 87 4 4 0
41 7 1 1 0
69 39 9 0 0
99 94 4 9 0
6 74 4 4 0
93 64 0 4 0
0 95 9 0 0
66 73 7 4 0
47 31 8 1 0
95 52 1 8 0
64 84 8 2 0
92 12 2 8 0
60 74 8 7 0
21 19 0 0 0
29 30 0 1 0
24 81 7 7 0
52 12 2 7 0
55 7 2 7 0
1 59 9 1 0
97 35 3 1 0
23 53 9 4 0
49 15 6 6 0
52 40 3 5 0
47 64 5 0 0
83 47 1 6 0
52 43 3 7 0
48 8 1 6 0
76 41 0 1 0
96 77 4 5 0
57 72 9 0 0
4 6 8 9 0
2 4 5 3 0
75 25 8 6 0
95 56 3 7 0
65 26 9 7 0
15 59 9 0 0
77 5 3 7 0
98 19 6 4 0
35 66 9 9 0
10 17 9 8 0
67 93 1 0 0
42 65 3 3 0
10 80 3 7 0
10 25 4 4 0
77 53 0 8 0
78 46 8 4 0
4 90 2 9 0
11 3 1 0 0
5 19 5 1 0
53 0 1 2 0
6 20 6 4 0
44 72 4 6 0
88 54 6 7 0
0 10 6 5 0
23 56 7 7 0
30 14 1 6 0
95 16 3 2 0
40 36 5 6 0
9 92 8 0 0
24 62 8 3 0
34 68 0 2 0
8 92 7 7 0
77 54 9 1 0
21 14 4 0 0
78 43 0 1 0
71 49 0 7 0
29 97 9 3 0
39 29 4 3 0
81 37 3 3 0
89 53 0 1 0
93 28 5 3 0
59 65 2 3 0
81 85 1 3 0
55 90 2 3 0
75 59 9 6 0
14 77 3 0 0
95 19 2 4 0
45 91 1 1 0
7 35 3 5 0
96 75 0 6 0
59 31 0 4 0
31 46 7 4 0
13 13 2 6 0
17 18 8 5 0
89 66 3 2 0
75 81 6 8 0
46 85 0 8 0
81 78 9 9 0
31 72 0 8 0
0 43 5 9 0
33 22 0 6 0
28 84 2 6 0
65 24 0 0 0
91 19 5 9 0
47 9 3 2 0
15 17 0 4 0
71 25 6 7 0
92 28 0 2 0
47 39 0 6 0
84 31 6 7 0
94 33 3 2 0
29 6 2 4 0
36 27 8 6 0
60 76 7 9 0
2 14 5 9 0
50 65 6 8 0
21 9 5 6 0
34 35 7 8 0
74 8 0 0 0
97 0 8 9 0
27 25 2 7 0
77 32 6 9 0
53 37 1 1 0
71 57 1 6 0
28 12 6 1 0
51 82 0 8 0
89 68 7 9 0
96 27 7 8 0
20 15 5 0 0
32 20 7 5 0
8 52 4 2 0
53 97 5 6 0
54 60 7 1 0
50 55 8 7 0
83 32 7 1 0
19 94 8 2 0
75 39 8 8 0
44 49 1 1 0
82 17 1 3 0
95 44 0 5 0
86 52 3 9 0
31 81 3 9 0
88 25 7 5 0
0 44 5 1 0
92 7 3 1 0
58 12 6 2 0
75 40 7 2 0
8 46 6 4 0
8 24 2 4 0
27 72 1 8 0
11 64 7 9 0
71 75 9 2 0
76 94 0 1 0
39 8 6 4 0
19 72 8 5 0
26 98 9 4 0
49 46 4 0 0
39 49 5 5 0
61 74 0 8 0
62 68 8 6 0
1 18 8 1 0
62 60 2 2 0
11 65 8 3 0
18 22 2 4 0
81 89 4 5 0
38 1 3 8 0
99 15 1 6 0
92 52 8 7 0
2 92 3 5 0
98 1 9 8 0
12 99 4 6 0
56 68 3 9 0
17 34 9 1 0
19 50 1 2 0
73 24 0 9 0
46 70 7 2 0
84 78 6 9 0
30 67 6 0 0
65 71 7 8 0
24 48 9 8 0
30 16 7 3 0
20 49 0 9 0
96 73 4 3 0
63 97 4 7 0
60 23 9 9 0
81 35 4 0 0
83 93 2 4 0
43 0 5 2 0
14 13 5 6 0
42 53 7 0 0
38 21 1 0 0
4 50 5 0 0
62 31 6 0 0
20 63 5 3 0
46 37 9 2 0
97 70 9 3 0
84 26 4 5 0
97 78 8 6 0
88 48 5 3 0
27 85 4 4 0
87 20 4 6 0
36 44 2 7 0
10 55 0 0 0
34 35 6 8 0
9 14 0 5 0
88 55 2 1 0
99 7 0 0 0
14 51 4 6 0
9 28 7 5 0
43 46 4 0 0
71 48 5 3 0
84 19 1 6 0
30 29 8 5 0
28 12 0 7 0
19 15 0 7 0
93 54 9 2 0
34 1 6 7 0
68 61 8 4 0
13 30 4 7 0
92 66 1 1 0
64 36 5 5 0
83 68 6 2 0
75 6 4 0 0
96 68 6 3 0
95 56 4 6 0
38 59 6 5 0
1 82 7 6 0
37 63 8 1 0
64 77 0 0 0
52 3 6 1 0
6 92 3 2 0
19 7 8 1 0
36 86 7 6 0
21 34 0 0 0
75 87 3 4 0
23 24 6 7 0
52 26 0 2 0
1 63 3 4 0
60 35 5 7 0
18 0 0 5 0
56 51 4 0 0
63 9 8 2 0
16 47 2 2 0
14 94 4 3 0
29 32 7 3 0
43 20 5 0 0
9 0 6 3 0
80 73 1 6 0
60 42 0 1 0
52 19 2 7 0
94 88 6 1 0
36 35 0 4 0
45 56 9 4 0
48 97 6 2 0
97 27 7 7 0
54 63 2 9 0
91 52 3 5 0
85 32 8 5 0
69 54 3 3 0
25 47 0 9 0
58 62 7 7 0
57 11 2 8 0
31 22 4 4 0
57 95 4 9 0
1 27 0 5 0
68 3 8 6 0
20 29 0 9 0
26 76 3 9 0
38 60 3 7 0
1 80 1 9 0
96 42 0 3 0
10 1 7 4 0
6 52 7 9 0
75 90 1 4 0
65 74 7 4 0
50 37 7 1 0
98 80 0 4 0
41 83 2 0 0
97 24 2 2 0
73 54 4 9 0
4 35 9 1 0
97 97 4 1 0
85 40 5 2 0
10 63 5 9 0
35 6 3 0 0
61 85 6 5 0
85 68 9 3 0
51 9 1 3 0
98 62 6 8 0
77 56 4 0 0
2 14 4 4 0
84 6 2 8 0
9 25 6 6 0
63 90 2 0 0
24 19 3 6 0
71 26 9 2 0
27 52 2 6 0
80 76 1 6 0
18 83 8 2 0
14 9 5 5 0
33 30 6 7 0
15 46 8 8 0
59 18 1 3 0
27 35 0 1 0
4 60 5 7 0
81 72 4 6 0
10 80 4 3 0
13 90 6 7 0
79 95 9 8 0
62 55 5 4 0
58 49 8 1 0
89 93 7 6 0
71 51 1 0 0
10 71 7 1 0
65 81 9 4 0
82 56 2 1 0
83 92 1 2 0
71 36 8 0 0
11 68 1 9 0
92 84 4 9 0
89 25 0 2 0
90 23 7 2 0
12 39 7 1 0
10 15 5 5 0
95 94 3 9 0
1 68 5 1 0
31 58 1 1 0
13 23 5 6 0
91 90 4 5 0
78 24 5 4 0
59 45 9 2 0
52 31 3 1 0
3 51 2 9 0
73 49 9 9 0
48 28 7 7 0
66 26 0 1 0
18 73 0 3 0
58 96 8 2 0
35 18 1 7 0
92 0 4 8 0
83 64 0 4 0
14 50 2 4 0
58 46 4 8 0
56 86 4 5 0
42 41 8 6 0
61 96 6 1 0
24 34 2 0 0
82 52 3 1 0
90 8 3 5 0
6 41 1 8 0
86 6 7 8 0
35 45 5 0 0
21 49 4 0 0
10 4 9 2 0
38 93 9 8 0
62 23 4 2 0
0 77 2 6 0
85 67 6 9 0
41 95 5 8 0
91 12 1 7 0
70 62 9 4 0
5 78 4 6 0
4 33 4 7 0
26 54 4 6 0
99 90 9 9 0
87 41 4 2 0
31 78 8 4 0
7 56 8 0 0
85 71 4 5 0
53 52 4 3 0
27 76 2 2 0
36 31 4 2 0
7 97 0 4 0
15 98 2 5 0
25 90 2 0 0
69 38 1 7 0
26 9 1 6 0
75 78 6 5 0
14 13 8 7 0
16 15 0 1 0
17 32 8 0 0
74 65 7 5 0
16 85 0 5 0
53 81 4 9 0
87 13 1 6 0
84 3 5 8 0
77 23 6 2 0
20 59 1 7 0
21 83 1 6 0
48 0 3 3 0
27 57 9 1 0
93 16 9 2 0
26 1 4 1 0
50 44 7 4 0
50 30 0 3 0
5 71 8 4 0
24 65 8 8 0
17 41 1 3 0
20 22 3 9 0
11 98 4 5 0
10 93 6 3 0
83 43 8 1 0
3 78 5 0 0
96 43 2 2 0
25 68 8 9 0
78 37 1 6 0
30 38 6 0 0
0 13 2 7 0
74 62 5 0 0
44 63 4 0 0
93 79 7 2 0
11 18 0 3 0
29 31 1 9 0
51 7 0 2 0
43 76 4 7 0
69 32 3 2 0
62 70 4 4 0
63 46 7 5 0
45 45 8 7 0
65 44 3 9 0
53 73 1 4 0
39 96 4 8 0
95 41 6 8 0
50 86 0 9 0
38 97 6 4 0
80 72 6 7 0
62 22 1 7 0
78 40 4 1 0
71 45 1 1 0
48 50 9 2 0
54 55 1 1 0
21 6 2 2 0
1 28 3 2 0
38 97 9 5 0
9 72 6 6 0
86 68 3 4 0
6 12 4 4 0
91 92 8 9 0
86 45 6 5 0
89 91 9 7 0
26 90 9 8 0
61 36 2 5 0
68 40 7 6 0
80 53 2 0 0
47 52 9 2 0
54 46 9 2 0
10 3 0 1 0
41 89 8 7 0
79 3 7 8 0
14 77 2 4 0
29 56 3 7 0
76 42 4 1 0
40 44 6 7 0
73 99 0 9 0
29 76 4 8 0
66 94 3 8 0
10 79 3 6 0
24 81 6 1 0
31 87 5 4 0
80 51 4 0 0
79 37 6 4 0
5 3 3 1 0
96 5 3 9 0
18 41 1 7 0
5 98 9 7 0
19 70 8 2 0
64 73 3 8 0
56 15 2 5 0
8 69 5 8 0
88 96 6 6 0
43 13 8 6 0
51 81 3 5 0
12 71 2 3 0
84 86 0 3 0
82 4 8 2 0
29 62 3 2 0
35 47 7 7 0
85 13 0 0 0
28 64 2 7 0
94 96 8 7 0
67 7 6 7 0
75 96 8 3 0
60 87 8 1 0
62 48 3 6 0
90 36 1 0 0
39 69 2 3 0
45 24 2 3 0
41 13 3 6 0
5 99 9 6 0
50 14 0 2 0
74 69 2 5 0
68 56 7 0 0
71 2 0 3 0
64 10 4 1 0
58 53 4 0 0
72 84 9 5 0
12 52 8 5 0
76 22 0 9 0
64 43 4 3 0
4 29 4 0 0
12 62 1 8 0
48 42 2 7 0
65 58 5 9 0
79 57 4 4 0
59 48 6 2 0
40 89 4 7 0
76 74 9 8 0
77 78 2 2 0
12 47 7 2 0
81 64 4 5 0
56 71 9 6 0
97 97 6 4 0
46 35 2 9 0
29 41 3 1 0
19 22 5 7 0
72 51 9 3 0
68 63 9 6 0
0 96 6 1 0
43 52 5 7 0
64 56 9 9 0
82 26 7 9 0
99 86 2 7 0
29 10 7 8 0
1 87 4 0 0
33 62 8 8 0
69 75 7 2 0
13 27 9 6 0
6 79 9 4 0
47 55 3 9 0
94 52 2 5 0
76 11 6 9 0
48 36 0 9 0
39 73 2 5 0
7 38 5 2 0
62 4 2 7 0
17 6 5 4 0
46 2 3 8 0
56 67 4 5 0
67 57 6 7 0
38 52 7 4 0
92 54 0 6 0
76 79 7 4 0
31 57 6 4 0
28 76 8 5 0
85 13 3 2 0
64 36 0 2 0
32 15 3 1 0
57 35 4 1 0
68 84 9 1 0
49 19 9 8 0
7 71 0 6 0
58 77 9 2 0
98 77 6 6 0
82 84 9 4 0
76 46 5 9 0
39 64 4 5 0
3 63 4 8 0
85 65 7 6 0
0 73 9 0 0
98 47 7 5 0
2 70 5 8 0
45 15 8 4 0
59 53 5 6 0
98 39 0 7 0
52 71 1 5 0
66 98 8 1 0
8 0 4 9 0
89 28 3 6 0
92 82 6 6 0
42 94 0 1 0
43 25 7 0 0
94 9 2 6 0
75 7 1 2 0
50 26 8 6 0
30 57 0 7 0
31 15 0 1 0
58 8 1 6 0
68 56 6 8 0
92 43 7 1 0
45 38 0 7 0
75 25 8 2 0
78 54 1 6 0
6 51 7 5 0
11 58 5 6 0
36 16 5 0 0
89 59 3 0 0
37 39 7 2 0
61 48 6 8 0
0 52 1 1 0
22 80 8 2 0
47 99 2 0 0
56 68 8 3 0
27 13 2 6 0
7 65 5 9 0
59 23 4 1 0
27 82 5 3 0
89 80 7 2 0
44 4 5 5 0
69 99 5 0 0
31 40 1 6 0
77 2 1 4 0
87 72 1 0 0
56 65 3 2 0
28 50 9 1 0
83 69 0 5 0
8 57 9 8 0
77 92 3 8 0
34 7 0 2 0
21 93 8 8 0
21 56 2 4 0
41 11 2 4 0
58 5 2 4 0
73 95 2 7 0
29 90 6 0 0
45 92 7 7 0
41 80 0 9 0
91 88 9 7 0
93 94 0 9 0
43 44 8 0 0
44 65 1 9 0
2 40 4 8 0
59 17 3 8 0
30 77 8 5 0
85 41 6 0 0
13 15 9 2 0
23 8 9 3 0
98 86 2 7 0
52 41 5 2 0
38 24 6 2 0
58 98 7 4 0
36 78 6 2 0
42 61 5 0 0
42 18 7 8 0
83 53 8 3 0
45 53 0 2 0
10 97 6 4 0
20 33 4 8 0
92 24 1 4 0
99 27 3 5 0
6 18 2 5 0
93 44 3 3 0
58 72 5 2 0
51 76 4 9 0
18 2 4 2 0
30 10 8 5 0
90 47 4 4 0
56 80 4 1 0
44 80 0 3 0
2 23 5 1 0
98 77 0 9 0
79 59 7 6 0
2 16 2 3 0
74 26 0 7 0
3 91 9 8 0
54 81 5 9 0
64 37 9 2 0
2 79 7 6 0
20 48 0 9 0
65 16 8 4 0
24 13 3 4 0
34 89 2 9 0
35 88 2 4 0
77 71 9 9 0
93 57 1 2 0
87 97 8 5 0
10 6 0 6 0
14 81 9 1 0
60 98 2 3 0
46 16 1 2 0
24 1 0 3 0
9 86 5 5 0
61 11 4 7 0
54 4 7 8 0
9 67 2 4 0
4 88 4 3 0
78 99 8 5 0
6 30 3 8 0
94 96 6 0 0
90 42 1 4 0
5 43 8 7 0
52 49 7 0 0
30 33 8 3 0
10 13 2 0 0
65 78 0 4 0
80 16 8 3 0
21 67 7 1 0
74 51 6 7 0
68 38 5 2 0
88 98 8 7 0
19 5 8 2 0
42 90 2 6 0
16 97 0 9 0
24 18 7 7 0
23 17 4 1 0
43 46 4 7 0
20 45 9 5 0
41 99 6 9 0
69 26 3 6 0
5 84 6 9 0
38 74 6 6 0
75 16 6 5 0
51 83 8 3 0
0 84 9 3 0
54 70 9 8 0
28 16 6 5 0
44 30 4 1 0
31 58 8 9 0
44 55 7 9 0
29 77 6 2 0
89 24 5 5 0
21 70 6 1 0
39 52 8 7 0
13 71 2 8 0
29 72 8 4 0
51 73 0 9 0
55 21 8 6 0
85 43 7 8 0
87 49 9 2 0
99 56 2 9 0
85 14 3 7 0
91 90 9 2 0
91 0 1 7 0
92 1 3 6 0
84 98 8 0 0
5 65 2 9 0
83 76 1 5 0
30 33 1 2 0
95 73 9 7 0
73 93 6 7 0
80 0 0 8 0
14 21 0 4 0
14 76 7 1 0
79 27 1 4 0
65 11 8 6 0
0 64 2 6 0
13 56 9 6 0
81 2 1 2 0
11 50 0 2 0
64 34 9 0 0
88 40 9 6 0
54 13 4 0 0
10 37 8 5 0
87 87 1 3 0
82 85 9 7 0
41 73 7 5 0
41 37 1 4 0
65 26 0 6 0
7 26 4 5 0
72 95 2 4 0
45 99 9 7 0
78 55 5 4 0
93 28 1 6 0
38 7 6 8 0
69 2 1 9 0
27 33 5 3 0
33 21 0 6 0
44 72 5 2 0
43 32 3 4 0
22 98 3 7 0
69 9 2 9 0
73 66 4 5 0
38 75 3 3 0
41 56 0 2 0
34 68 8 7 0
41 30 3 4 0
10 50 2 4 0
18 25 8 1 0
98 58 9 4 0
85 99 5 1 0
33 78 4 7 0
90 41 9 5 0
95 15 9 8 0
28 88 9 5 0
57 49 5 0 0
13 67 0 6 0
69 94 8 5 0
64 15 4 7 0
8 65 2 3 0
72 88 6 5 0
47 10 0 8 0
58 49 2 7 0
16 58 4 6 0
19 16 5 9 0
80 26 6 5 0
24 4 5 6 0
43 34 4 2 0
40 2 6 5 0
39 99 6 0 0
90 69 3 4 0
94 71 4 5 0
76 38 0 1 0
52 3 8 5 0
61 91 6 2 0
57 1 3 0 0
4 95 8 7 0
1 97 6 7 0
62 0 9 0 0
11 86 5 1 0
94 55 8 3 0
31 11 6 5 0
15 78 0 6 0
66 95 6 7 0
72 67 2 9 0
66 47 2 7 0
77 75 3 5 0
0 43 5 0 0
26 52 8 8 0
93 25 0 5 0
0 14 1 6 0
2 34 7 0 0
28 90 9 9 0
28 75 1 1 0
41 84 7 0 0
66 18 0 7 0
94 48 1 1 0
85 64 7 8 0
64 80 5 7 0
77 41 4 4 0
70 9 8 9 0
73 59 9 4 0
7 39 3 3 0
40 1 1 7 0
96 96 9 0 0
36 54 8 6 0
73 6 2 5 0
6 80 4 0 0
70 75 1 4 0
69 19 5 2 0
38 38 5 0 0
10 71 3 9 0
97 48 4 1 0
20 0 3 4 0
4 7 0 1 0
23 89 0 5 0
40 17 8 0 0
30 73 6 5 0
7 62 0 6 0
46 60 9 8 0
20 12 7 0 0
45 20 5 2 0
5 20 2 9 0
92 38 9 1 0
10 32 0 8 0
69 98 3 8 0
98 16 8 4 0
36 64 3 2 0
54 67 2 7 0
96 25 6 3 0
39 66 8 2 0
75 99 6 1 0
45 23 4 4 0
8 27 9 3 0
49 73 1 1 0
30 42 9 1 0
58 4 1 5 0
99 35 3 8 0
83 33 5 2 0
5 99 0 0 0
13 75 5 8 0
92 48 5 7 0
28 64 2 3 0
75 5 3 2 0
77 69 2 2 0
59 44 0 1 0
45 37 3 8 0
71 64 7 0 0
83 11 2 5 0
58 19 7 7 0
24 60 7 1 0
77 26 8 9 0
29 78 6 8 0
96 48 5 8 0
63 99 8 0 0
3 20 6 2 0
98 30 2 2 0
90 41 0 3 0
48 1 4 3 0
48 94 8 1 0
32 62 5 5 0
12 84 6 3 0
53 99 8 3 0
77 36 5 5 0
39 51 0 6 0
68 38 1 5 0
30 11 9 1 0
44 55 7 9 0
31 81 9 7 0
28 49 7 9 0
